movieId,keywords
117511.0,5918
117511.0,9727
117511.0,167868
149606.0,4166
149606.0,4459
149606.0,6305
161830.0,2157
161830.0,4563
161830.0,6104
161830.0,9725
139415.0,128
139415.0,2335
139415.0,2918
139415.0,3190
139415.0,4580
139415.0,187056
141718.0,897
141718.0,970
141718.0,4562
141718.0,8438
149590.0,246
149590.0,380
149590.0,459
149590.0,797
149590.0,798
149590.0,1664
149590.0,2483
149590.0,2492
149590.0,3133
149590.0,3649
149590.0,4063
149590.0,6593
149590.0,10093
149590.0,14601
149590.0,14687
149590.0,15363
149590.0,18072
149590.0,18233
149590.0,41380
149590.0,163795
149590.0,167664
149590.0,168152
149590.0,174878
149590.0,188711
149590.0,191441
149590.0,227811
148168.0,258
148168.0,416
148168.0,572
148168.0,703
148168.0,772
148168.0,818
148168.0,1562
148168.0,1812
148168.0,1930
148168.0,2808
148168.0,3278
148168.0,3713
148168.0,4426
148168.0,4530
148168.0,4735
148168.0,5430
148168.0,6259
148168.0,9714
148168.0,9844
148168.0,10410
148168.0,10562
148168.0,10718
148168.0,10950
148168.0,12371
148168.0,13125
148168.0,14967
148168.0,15167
148168.0,15321
148168.0,15483
148168.0,18320
148168.0,18525
148168.0,33456
148168.0,34117
148168.0,155555
148168.0,156650
148168.0,156788
148168.0,156816
148168.0,158247
148168.0,176802
148168.0,181145
148168.0,188294
140237.0,3616
143385.0,90
143385.0,745
143385.0,2792
143385.0,10909
143385.0,11508
132458.0,2778
132458.0,10235
134130.0,10624
147426.0,312
147426.0,10158
147426.0,15354
133281.0,6381
133281.0,6440
133281.0,9748
133281.0,9937
133281.0,10183
133281.0,10614
128512.0,1417
128512.0,1936
128512.0,3012
128512.0,5153
128512.0,11038
128512.0,33519
132462.0,1357
132462.0,10594
132462.0,33648
132462.0,40846
138698.0,494
138698.0,801
138698.0,1422
138698.0,1587
138698.0,1909
138698.0,1977
138698.0,2022
138698.0,2340
138698.0,2708
138698.0,6054
138698.0,6259
138698.0,9748
138698.0,9826
138698.0,10183
138698.0,10391
138698.0,10738
138698.0,11221
138698.0,13142
138698.0,14819
138698.0,33625
138698.0,34094
139116.0,236
139116.0,240
139116.0,460
139116.0,490
139116.0,570
139116.0,791
139116.0,936
139116.0,1842
139116.0,1956
139116.0,2383
139116.0,3154
139116.0,3371
139116.0,4129
139116.0,4402
139116.0,5331
139116.0,6009
139116.0,6089
139116.0,6145
139116.0,9457
139116.0,10180
139116.0,10707
139116.0,11925
139116.0,13160
139116.0,187056
118105.0,6984
118105.0,10235
118105.0,11004
118105.0,12532
140523.0,4034
140523.0,7579
140523.0,14760
140523.0,182662
140523.0,208526
156387.0,2082
156387.0,2913
156387.0,3180
156387.0,10349
156387.0,10683
156387.0,18068
156387.0,46962
156387.0,167836
156387.0,167837
156387.0,167843
156387.0,167861
156387.0,167863
156387.0,167868
156387.0,168683
156387.0,208992
128606.0,5306
128606.0,5572
128606.0,10624
128606.0,14762
128606.0,158039
127194.0,169078
127194.0,169079
127194.0,169085
127194.0,169086
127194.0,169097
127194.0,187056
160954.0,441
160954.0,477
160954.0,6078
160954.0,12670
136816.0,964
136816.0,1299
136816.0,10124
136816.0,156033
136816.0,191009
136816.0,207928
114635.0,3133
114635.0,3630
139757.0,155808
150401.0,720
150401.0,1261
150401.0,1316
150401.0,1353
150401.0,1666
150401.0,1825
150401.0,3203
150401.0,5572
150401.0,8122
150401.0,9052
150401.0,10085
150401.0,12371
150401.0,13008
150401.0,14601
150401.0,15263
150401.0,18034
150401.0,162365
150401.0,208547
150401.0,209476
150401.0,214472
150401.0,215861
150401.0,219869
113252.0,14531
113252.0,185011
113252.0,207317
113252.0,207716
122920.0,90
122920.0,376
122920.0,379
122920.0,642
122920.0,796
122920.0,898
122920.0,1419
122920.0,1952
122920.0,1974
122920.0,1975
122920.0,3925
122920.0,9748
122920.0,14632
122920.0,14819
122920.0,15090
122920.0,156052
122920.0,156702
122920.0,160910
114254.0,2398
114254.0,12396
114254.0,13059
134170.0,417
134170.0,1568
134170.0,1601
134170.0,1919
134170.0,2231
134170.0,2946
134170.0,4654
134170.0,5340
134170.0,6149
134170.0,14964
133771.0,380
133771.0,642
133771.0,1437
133771.0,2568
133771.0,2669
133771.0,10183
133771.0,10323
133771.0,13097
133771.0,14604
133771.0,15274
133771.0,187710
133771.0,187717
132157.0,1157
132157.0,1706
132157.0,6149
132157.0,9826
132157.0,9937
132157.0,10937
132157.0,160313
132157.0,163114
132157.0,168069
164979.0,936
164979.0,1872
164979.0,2702
164979.0,6075
164979.0,6128
112653.0,455
112653.0,596
112653.0,699
112653.0,1003
112653.0,1157
112653.0,2029
112653.0,2038
112653.0,2784
112653.0,3450
112653.0,3451
112653.0,3452
112653.0,4402
112653.0,5809
112653.0,6025
112653.0,6059
112653.0,7879
112653.0,221355
123947.0,530
123947.0,3392
123947.0,9457
123947.0,13072
123947.0,187056
123947.0,196682
148372.0,2041
148372.0,4418
148372.0,6300
148372.0,6956
115122.0,156121
132074.0,30
132074.0,388
132074.0,930
132074.0,3754
132074.0,4097
132074.0,6987
132074.0,162845
132074.0,189433
131830.0,422
131830.0,444
131830.0,1523
131830.0,2231
131830.0,4225
131830.0,7002
131830.0,7368
131830.0,9622
131830.0,11325
131830.0,33625
131830.0,167104
139644.0,242
139644.0,779
139644.0,1545
139644.0,2987
139644.0,4640
139644.0,10726
139644.0,13027
139644.0,33461
139644.0,161307
139644.0,179431
107042.0,6015
107042.0,40897
107042.0,164742
107042.0,188645
152091.0,12392
152091.0,15016
152091.0,17953
152091.0,177035
152091.0,187056
130450.0,1755
130450.0,2450
130450.0,4020
130450.0,4399
130450.0,4434
130450.0,10360
130450.0,11728
130450.0,15199
133377.0,212
133377.0,351
133377.0,9672
133377.0,9826
133377.0,10714
133377.0,11857
133377.0,13130
133377.0,15106
133377.0,232550
133377.0,234682
145839.0,1253
145839.0,9457
145839.0,9673
145839.0,10183
145839.0,12392
145839.0,158967
130628.0,380
130628.0,7375
130628.0,10909
130628.0,155881
130628.0,208563
140711.0,1668
140711.0,5657
140711.0,10508
140711.0,33885
140711.0,175976
152079.0,2273
152079.0,2336
152079.0,3836
152079.0,6779
152079.0,7769
152079.0,8642
152079.0,9094
144172.0,1595
144172.0,3391
144172.0,5490
144172.0,6618
144172.0,9840
144172.0,12354
144172.0,180294
144172.0,185265
144172.0,185266
131451.0,5498
131451.0,6230
131451.0,6231
131451.0,10183
147845.0,334
147845.0,2343
112334.0,187056
112735.0,10183
112735.0,187056
127124.0,5202
127124.0,13028
127124.0,14985
127124.0,187844
127124.0,208501
121231.0,550
121231.0,582
121231.0,5340
121231.0,9826
140152.0,242
140152.0,1625
140152.0,190019
130087.0,339
130087.0,4410
130087.0,9789
128592.0,5565
119068.0,10180
119068.0,10183
119068.0,11800
114044.0,531
114044.0,818
114044.0,10229
114044.0,207981
114028.0,238179
114028.0,238241
114028.0,238242
133365.0,237
133365.0,824
133365.0,1013
133365.0,1196
133365.0,1862
133365.0,2944
133365.0,6083
133365.0,158718
133365.0,201554
133365.0,210608
134393.0,1262
134393.0,2618
134393.0,10164
134393.0,173644
134393.0,178611
132333.0,9673
132333.0,10183
132333.0,12392
132333.0,188993
132333.0,208725
117107.0,416
117107.0,703
117107.0,772
117107.0,822
117107.0,1666
117107.0,3688
117107.0,4009
117107.0,9844
117107.0,11730
117107.0,12371
117107.0,14601
117107.0,14707
117107.0,14967
117107.0,15483
117107.0,18026
117107.0,166856
117107.0,167114
117107.0,167115
117107.0,167119
117107.0,167124
117107.0,167128
117107.0,219404
117107.0,226376
117456.0,478
117456.0,8531
117456.0,8723
138258.0,6075
138258.0,6496
138258.0,6782
138258.0,9713
138258.0,14964
159093.0,392
159093.0,818
159093.0,6344
159093.0,206032
159093.0,207883
114670.0,10183
132888.0,305
132888.0,1196
132888.0,1432
132888.0,2345
132888.0,4776
132888.0,9609
132888.0,9672
132888.0,9882
132888.0,10084
132888.0,10349
132888.0,10617
132888.0,14601
132888.0,14626
132888.0,156395
132888.0,184994
132888.0,189098
132888.0,193479
132888.0,226233
132888.0,226234
132888.0,226235
132888.0,226236
113532.0,388
113532.0,5565
113532.0,160279
113532.0,208070
113532.0,220446
113220.0,242
113220.0,490
113220.0,3133
113220.0,11221
113220.0,12105
113220.0,14819
111624.0,483
111624.0,849
111624.0,3259
111624.0,6969
111624.0,9104
111624.0,9715
111624.0,10486
111624.0,10525
111624.0,11268
111624.0,14819
111624.0,15009
111624.0,33518
111624.0,33626
111624.0,33981
111624.0,34156
111624.0,156116
111624.0,157166
111624.0,157583
111624.0,163455
111624.0,170383
111624.0,170652
134368.0,549
134368.0,596
134368.0,848
134368.0,851
134368.0,931
134368.0,1157
134368.0,1411
134368.0,1566
134368.0,2316
134368.0,2486
134368.0,3260
134368.0,10183
112689.0,5499
112689.0,5855
112689.0,13005
141422.0,919
141422.0,1901
141422.0,3170
141422.0,6357
141422.0,6458
141422.0,10183
159858.0,3335
159858.0,6054
159858.0,6152
159858.0,6155
159858.0,9713
159858.0,15017
159858.0,162846
159858.0,189449
159858.0,193545
159858.0,202322
159858.0,206813
159858.0,206834
106062.0,11505
106062.0,13008
106062.0,14964
106062.0,18026
137857.0,690
137857.0,2521
137857.0,3379
137857.0,33461
116136.0,339
116136.0,1860
116136.0,2139
116136.0,2534
116136.0,3312
116136.0,4123
116136.0,4410
116136.0,4933
116136.0,6791
116136.0,162365
116136.0,198423
116136.0,217133
116136.0,221092
116136.0,226740
116136.0,226741
116136.0,226742
116897.0,1353
116897.0,5565
116897.0,14893
117871.0,75
117871.0,139
117871.0,502
117871.0,534
117871.0,797
117871.0,953
117871.0,2483
117871.0,2708
117871.0,3458
117871.0,9748
117871.0,10044
117871.0,10950
117871.0,14575
117871.0,14601
117871.0,14687
117871.0,14707
117871.0,18026
117871.0,41372
117871.0,154889
117871.0,187844
117871.0,226790
106111.0,5823
106111.0,9826
106111.0,12670
106111.0,155790
106111.0,195402
106111.0,207268
117192.0,258
117192.0,444
117192.0,483
117192.0,642
117192.0,703
117192.0,720
117192.0,1321
117192.0,1552
117192.0,3799
117192.0,5572
117192.0,6149
117192.0,9663
117192.0,9758
117192.0,10950
117192.0,14512
117192.0,14601
117192.0,14819
117192.0,15483
117192.0,18525
117192.0,177309
117192.0,187844
117192.0,188329
117192.0,192707
117192.0,219404
117192.0,226838
112460.0,572
112460.0,1664
112460.0,2483
112460.0,2652
112460.0,9937
112460.0,13017
112460.0,180340
146682.0,3966
146682.0,10466
146682.0,10982
146682.0,177128
146682.0,177129
113862.0,2526
113862.0,4676
113862.0,155529
117176.0,293
117176.0,2157
117176.0,2483
117176.0,2812
117176.0,4563
117176.0,6104
117176.0,9835
117176.0,9864
117176.0,11615
117176.0,12190
117176.0,13130
117176.0,14512
117176.0,41249
117176.0,155555
117176.0,160840
133545.0,237
133545.0,740
133545.0,10181
133545.0,165770
136864.0,2588
136864.0,3321
136864.0,4565
136864.0,6135
136864.0,6566
136864.0,8662
136864.0,10919
136864.0,12190
112818.0,934
112818.0,4458
112818.0,4565
112818.0,9717
112818.0,15090
112818.0,18712
112818.0,160159
112818.0,162988
112818.0,180172
112818.0,182703
112818.0,182706
112818.0,182709
112818.0,182711
112818.0,203165
112818.0,236590
116419.0,6593
116419.0,8881
116419.0,9465
116419.0,10183
116419.0,10639
116419.0,10640
133798.0,1525
133798.0,2201
136654.0,1388
136654.0,10183
136654.0,11614
113064.0,3419
113064.0,6152
113064.0,6333
113064.0,6506
113064.0,173162
113064.0,221387
112921.0,1252
112921.0,3616
112921.0,10049
112921.0,41329
112921.0,187056
134158.0,572
134158.0,4325
134158.0,8631
134158.0,41175
134158.0,157690
134158.0,162296
134158.0,168033
134158.0,171329
134158.0,171343
134158.0,171346
134158.0,179430
152081.0,10988
152081.0,12667
152081.0,155030
152081.0,173577
152081.0,191474
152081.0,201635
152081.0,203223
152081.0,203224
130642.0,4129
130642.0,5248
130642.0,9872
130642.0,175421
118898.0,3713
118898.0,6149
118898.0,9826
118898.0,10392
118898.0,197452
132961.0,242
132961.0,3133
132961.0,3633
129250.0,1332
129250.0,2547
129250.0,2812
129250.0,3713
129250.0,6104
129250.0,10333
126420.0,970
126420.0,1009
126420.0,6038
126420.0,13149
126420.0,168386
130083.0,295
130083.0,8508
130083.0,10183
130083.0,11678
130083.0,187056
130083.0,207447
115149.0,290
115149.0,3648
115149.0,9511
145150.0,2754
145150.0,4325
145150.0,11322
145150.0,207317
109740.0,572
109740.0,852
109740.0,1279
109740.0,3451
109740.0,6305
109740.0,6898
109740.0,10183
109740.0,12097
109740.0,15106
109740.0,40895
109740.0,189449
109740.0,202579
109740.0,235410
109740.0,235411
130490.0,818
130490.0,2871
130490.0,10223
130490.0,13149
130490.0,15060
130490.0,34094
127178.0,246
127178.0,293
127178.0,1663
127178.0,2874
127178.0,3182
127178.0,4378
127178.0,7017
112804.0,919
112804.0,1621
112804.0,3170
112804.0,6458
112804.0,8736
112804.0,10183
112804.0,13028
111443.0,2673
111443.0,7323
111443.0,9672
111443.0,18035
111360.0,1475
111360.0,1718
111360.0,2340
111360.0,6017
111360.0,6245
111360.0,9016
111360.0,9951
111360.0,10562
111360.0,11181
111360.0,11190
111360.0,12670
111360.0,163481
111360.0,163561
111360.0,234319
111360.0,235513
115569.0,1946
115569.0,10590
115569.0,11004
116413.0,445
116413.0,549
116413.0,570
116413.0,796
116413.0,1566
116413.0,1595
116413.0,2964
116413.0,3088
116413.0,4562
116413.0,4563
116413.0,4565
116413.0,4566
116413.0,6149
116413.0,8440
116413.0,9826
116413.0,12190
116413.0,12670
116413.0,14819
116413.0,15009
116413.0,155790
116413.0,162845
116413.0,187056
113225.0,3296
113225.0,3344
113225.0,4344
113225.0,6091
113225.0,9457
113780.0,1480
113780.0,13017
113780.0,15162
113780.0,158534
113780.0,187056
142068.0,1310
142068.0,5933
142068.0,187056
113741.0,108
113741.0,237
113741.0,242
113741.0,824
113741.0,1013
113741.0,9935
113741.0,167043
113741.0,187056
133419.0,949
133419.0,2314
133419.0,3376
133419.0,11219
133419.0,13008
112550.0,187056
107516.0,15479
160567.0,1956
160567.0,5334
160567.0,9673
160567.0,9714
160567.0,13149
160567.0,190061
160567.0,191795
160567.0,229895
130634.0,270
130634.0,331
130634.0,1852
130634.0,4237
130634.0,4565
130634.0,34161
103659.0,4565
103659.0,11504
103659.0,208507
119145.0,1632
119145.0,2490
119145.0,5565
119145.0,8099
119145.0,180234
119145.0,190970
117434.0,1964
117434.0,5739
117434.0,10103
117434.0,10325
117434.0,169995
132800.0,1157
132800.0,10786
119141.0,345
119141.0,1262
119141.0,1946
119141.0,4747
119141.0,5950
119141.0,6805
119141.0,14659
119141.0,14819
119141.0,182045
119141.0,206119
118924.0,811
118924.0,813
118924.0,814
118924.0,815
118924.0,816
118924.0,1201
118924.0,197528
118924.0,215205
118924.0,224279
118924.0,233027
118924.0,233055
111663.0,187056
118260.0,567
118260.0,1523
118260.0,2604
118260.0,8508
118260.0,13130
118260.0,159947
106642.0,740
106642.0,1253
106642.0,1849
106642.0,1926
106642.0,6054
106642.0,9713
106642.0,10180
106642.0,10685
106642.0,167043
109864.0,787
131168.0,3098
131168.0,178649
122490.0,3691
122490.0,4690
122490.0,10183
136666.0,1361
136666.0,3090
136666.0,179430
113829.0,5906
113829.0,9673
113829.0,11857
113829.0,14781
113829.0,15106
113829.0,180077
160590.0,6021
160590.0,6282
160590.0,10850
160590.0,34038
116849.0,10629
116849.0,14742
110194.0,949
110194.0,3543
110194.0,3800
110194.0,4679
110194.0,9937
113705.0,10051
113705.0,160945
103596.0,2587
103596.0,6460
103596.0,9137
103596.0,9748
103596.0,13005
103596.0,13006
103596.0,33740
115216.0,516
115216.0,703
115216.0,818
115216.0,1010
115216.0,2041
115216.0,2619
115216.0,9826
115216.0,9937
115216.0,10041
115216.0,11925
115216.0,12193
115216.0,13097
115216.0,18047
115216.0,33457
115216.0,207819
115216.0,212642
115216.0,212643
115216.0,212644
115216.0,212645
115216.0,212646
142448.0,1420
142448.0,2669
142448.0,5303
142448.0,6241
142448.0,8126
142448.0,9864
142448.0,11333
142448.0,14819
142448.0,15009
142448.0,18326
142448.0,159574
142448.0,160962
142448.0,167310
142448.0,167584
142448.0,167591
142448.0,167598
142448.0,167608
142448.0,167615
142448.0,167617
142448.0,167619
142448.0,215404
106452.0,1918
106452.0,2875
106452.0,5600
106452.0,13043
106452.0,18035
120637.0,1328
120637.0,2334
120637.0,2589
120637.0,10183
120637.0,156455
112399.0,293
112399.0,738
112399.0,2041
112399.0,9673
112399.0,11869
112399.0,155271
112399.0,155336
112399.0,158713
115210.0,30
115210.0,444
115210.0,571
115210.0,663
115210.0,774
115210.0,886
115210.0,887
115210.0,1950
115210.0,2559
115210.0,2792
115210.0,2793
115210.0,2794
115210.0,6562
115210.0,10338
115210.0,10732
115210.0,12670
115210.0,18179
115210.0,155167
115210.0,162687
115210.0,173594
115210.0,180193
115210.0,207716
115210.0,232471
135436.0,90
135436.0,822
135436.0,930
135436.0,2519
135436.0,2599
135436.0,4544
135436.0,5011
135436.0,5334
135436.0,6212
110882.0,90
110882.0,5720
110882.0,6496
110882.0,6711
110882.0,13072
110882.0,177216
119155.0,3593
119155.0,158416
133195.0,494
133195.0,2032
133195.0,4344
133195.0,6562
133195.0,7312
133195.0,14809
133195.0,157303
133195.0,166475
159972.0,9937
152017.0,494
152017.0,818
152017.0,5484
152017.0,11478
152017.0,13063
152017.0,15162
152017.0,187844
152017.0,238687
115680.0,380
115680.0,2199
115680.0,4001
115680.0,5565
115680.0,6384
115680.0,164920
158956.0,727
115174.0,520
115174.0,1483
115174.0,2394
115174.0,2398
115174.0,3616
115174.0,6075
115174.0,6496
115174.0,8635
115174.0,10183
115174.0,33905
115174.0,33910
122888.0,456
122888.0,572
122888.0,1328
122888.0,1523
122888.0,2132
122888.0,2483
122888.0,2486
122888.0,2983
122888.0,9673
122888.0,9713
122888.0,9826
122888.0,10183
122888.0,10768
122888.0,10984
122888.0,14534
130980.0,1643
130980.0,164181
130980.0,164186
130980.0,164193
130980.0,164199
129009.0,2064
129009.0,5767
106011.0,1334
106011.0,2303
106011.0,3296
106011.0,4803
106011.0,8689
106011.0,155585
100745.0,90
100745.0,582
100745.0,3133
100745.0,3136
100745.0,3143
100745.0,4197
100745.0,231407
111921.0,254
111921.0,2020
111921.0,5565
111921.0,8570
111921.0,9682
112552.0,242
112552.0,2601
112552.0,13142
161582.0,1009
161582.0,1279
161582.0,6007
161582.0,13149
161582.0,14760
161582.0,156810
161582.0,221297
161582.0,228611
161582.0,228637
161582.0,228638
127202.0,570
127202.0,577
127202.0,1196
127202.0,1992
127202.0,2463
127202.0,6139
127202.0,9748
127202.0,9937
110110.0,4379
110110.0,161155
110110.0,189151
112183.0,160488
131013.0,803
131013.0,4270
131013.0,4271
131013.0,10013
131013.0,10016
131013.0,10527
131013.0,11107
131013.0,11195
131013.0,11196
131013.0,13194
131013.0,155336
131013.0,160134
131013.0,161176
131013.0,163295
131013.0,178710
131013.0,178712
111913.0,894
111913.0,10707
111913.0,10721
111913.0,33513
111913.0,174566
111913.0,174570
111913.0,174571
111913.0,174584
111913.0,187056
111743.0,818
111743.0,964
111743.0,3551
111743.0,5248
111743.0,6271
111743.0,6731
111743.0,10873
111743.0,12663
111743.0,13014
111743.0,14636
111743.0,14864
111743.0,15300
111743.0,41172
111743.0,155402
111743.0,155619
111743.0,170344
111743.0,186797
111743.0,196727
115151.0,9673
115151.0,10103
115151.0,18035
115151.0,170154
104272.0,715
104272.0,931
104272.0,1156
104272.0,1918
104272.0,2940
104272.0,6038
104272.0,13027
104272.0,14768
104272.0,41607
104272.0,156597
104272.0,209987
104272.0,213202
118326.0,380
118326.0,680
118326.0,818
118326.0,2504
118326.0,5973
132146.0,2112
132146.0,4409
132146.0,5947
132146.0,6417
132146.0,9052
132146.0,11138
132146.0,162257
163949.0,8045
163949.0,10041
163949.0,232235
111228.0,10211
111228.0,10726
111228.0,12670
111228.0,12987
111228.0,33426
111228.0,41334
111228.0,164253
111228.0,180085
111228.0,187056
111228.0,206318
111228.0,230668
110348.0,2799
110348.0,158558
110348.0,189008
110348.0,207819
110348.0,208280
132547.0,456
132547.0,516
132547.0,641
132547.0,818
132547.0,919
132547.0,1009
132547.0,1751
132547.0,1803
132547.0,2393
132547.0,2434
